company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_year,raised_amount_usd
/company/ideeli,ideeli,ecommerce,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2007-12-01,2007,3800000
/company/someecards,Someecards,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2008-04-01,2008,350000
/company/outside-in,Outside.in,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2008-05-19,2008,3000000
/company/omgpop,OMGPOP,games_video,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2008-06-26,2008,1500000
/company/outside-in,Outside.in,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2008-12-15,2008,2000000
/company/challengepost,ChallengePost,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2009-06-29,2009,500000
/company/hotpotato,Hot Potato,social,USA,NY,New York,Brooklyn,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2009-11-25,2009,1420000
/company/outside-in,Outside.in,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-b,2009-12-08,2009,7000000
/company/venmo,Venmo,mobile,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2010-05-07,2010,1200000
/company/bitly,Bitly,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2008-01-01,2008,1500000
/company/bitly,Bitly,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,other,2010-02-18,2010,1500000
/company/extension-entertainment,Extension Entertainment,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2010-05-16,2010,500000
/company/fluidinfo,Fluidinfo,enterprise,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2010-05-24,2010,800000
/company/socialflow,SocialFlow,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2010-03-01,2010,
/company/groupme,GroupMe,messaging,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2010-08-25,2010,850000
/company/ak-networks,AdKeeper,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2010-09-15,2010,8000000
/company/bitly,Bitly,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-b,2010-10-08,2010,10000000
/company/groupme,GroupMe,messaging,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-b,2011-01-04,2011,10600000
/company/omgpop,OMGPOP,games_video,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-b,2011-01-06,2011,10100000
/company/onswipe,OnSwipe,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-01-13,2011,1000000
/company/yieldbot,Yieldbot,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2010-12-01,2010,1200000
/company/kickstarter,Kickstarter,finance,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,venture,2011-03-18,2011,10000000
/company/socialflow,SocialFlow,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2011-04-07,2011,7000000
/company/extension-entertainment,Extension Entertainment,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-04-19,2011,750000
/company/onswipe,OnSwipe,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,venture,2011-06-02,2011,5000000
/company/challengepost,ChallengePost,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2011-08-09,2011,4100000
/company/showme,ShowMe,education,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-08-16,2011,800000
/company/piictu,Piictu,social,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-09-22,2011,730000
/company/lascaux-co,Lascaux Co.,design,USA,NY,New York,New York City,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-07-20,2011,600000
/company/veri,Veri,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-07-01,2011,1200000
/company/branch,Branch,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2012-03-06,2012,2000000
/company/keep-holdings,Keep Holdings,fashion,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2010-09-01,2010,8000000
/company/casahop,CasaHop,hospitality,USA,NY,New York,New York City,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2012-06-26,2012,1200000
/company/punch,Punch!,mobile,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2011-06-01,2011,2200000
/company/rebelmouse,RebelMouse,social,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2012-10-26,2012,2500000
/company/pickie,Pickie,fashion,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2012-10-29,2012,1000000
/company/editorially,Editorially,web,USA,NY,New York,Brooklyn,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2012-01-01,2012,
/company/layervault,LayerVault,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2012-08-17,2012,535000
/company/fancy-hands,Fancy Hands,mobile,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-11-18,2011,
/company/albumatic,Albumatic,photo_video,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2013-03-22,2013,4500000
/company/grand-st,Grand St.,hardware,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2013-04-03,2013,1300000
/company/socialflow,SocialFlow,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-b,2013-04-17,2013,10000000
/company/bondsy,Bondsy,web,USA,NY,New York,Brooklyn,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2012-07-01,2012,
/company/ditto,Ditto,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2010-09-06,2010,775000
/company/rap-genius,Rap Genius,music,USA,NY,New York,Brooklyn,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2011-08-25,2011,1800000
/company/collabfinder,CollabFinder,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2012-09-02,2012,
/company/the-coveteur,The Coveteur,fashion,USA,NY,New York,New York,/company/blackpoynt-ventures,Blackpoynt Ventures,,,,unknown,,angel,2012-07-01,2012,
/company/dabbl,Budge,mobile,USA,NY,New York,New York,/company/bluehawk-capital,Bluehawk Capital,,,,unknown,,angel,2012-06-30,2012,1016000
/company/icouch,iCouch,health,USA,NY,New York,New York,/company/blueprint-health-accelerator,Blueprint Health Accelerator,,,,unknown,,angel,2012-01-01,2012,20000
/company/adheretech,AdhereTech,biotech,USA,NY,New York,New York,/company/blueprint-health-accelerator,Blueprint Health Accelerator,,,,unknown,,angel,2011-07-19,2011,20000
/company/atari,Atari,games_video,USA,NY,New York,New York,/company/boussard-gavaudan-holding,Boussard & Gavaudan Holding,,,,unknown,,venture,2005-09-15,2005,7260000
/company/edition01,Edition01,ecommerce,USA,NY,New York,New York,/company/boxee,Boxee,software,ISR,,Tel Aviv,Tel Aviv,angel,2011-05-01,2011,565000
/company/moveline,Moveline,web,USA,NY,New York,New York,/company/boxgroup,BoxGroup,,USA,NY,New York,New York,series-a,2012-10-31,2012,1500000
/company/adcade,Adcade,advertising,USA,NY,New York,New York,/company/boxgroup,BoxGroup,,USA,NY,New York,New York,series-a,2012-11-01,2012,1500000
/company/sunrise,Sunrise,mobile,USA,NY,New York,New York,/company/boxgroup,BoxGroup,,USA,NY,New York,New York,series-a,2013-06-04,2013,2200000
/company/learnmetrics,Learnmetrics,education,USA,NY,New York,New York,/company/brandery-org,Brandery.org,,,,unknown,,angel,2013-02-13,2013,100000
/company/fynanz,Fynanz,enterprise,USA,NY,New York,New York,/company/brazos-group,Brazos Group,,USA,TX,Austin,Waco,other,2009-08-27,2009,1200000
/company/real-time-content,Real Time Content,advertising,USA,NY,New York,New York,/company/british-telecom,British Telecom,,,,unknown,,series-a,2007-06-01,2007,
/company/offerpop,Offerpop,web,USA,NY,New York,New York,/company/bulger-capital,Bulger Capital Partners,other,USA,MA,Boston,Boston,series-b,2012-12-17,2012,5700000
/company/linkstorm,LinkStorm,advertising,USA,NY,New York,New York,/company/bullas777,Bullas777,,,,unknown,,series-a,2009-12-29,2009,1500000
/company/kannalife-sciences,KannaLife Sciences,biotech,USA,NY,West Hills,West Hills,/company/cannavest,CannaVest,,,,unknown,,series-a,2013-03-07,2013,1500000
/company/the-electric-sheep,The Electric Sheep,advertising,USA,NY,New York,New York,/company/cbs,CBS,news,USA,CA,California - Other,,series-a,2007-02-26,2007,7000000
/company/targetspot,"TargetSpot, Inc.",advertising,USA,NY,New York,New York,/company/cbs-radio,CBS RADIO,,USA,NY,New York,New York,series-c+,2011-01-11,2011,8000000
/company/correctnet,CorrectNet,analytics,USA,NY,Hauppauge,Hauppauge,/company/charles-schwab,Charles Schwab,,,,unknown,,series-a,2008-06-03,2008,370000
/company/domino-street,Domino Street,web,USA,NY,New York,Brooklyn,/company/chase-banking-corporation,Chase Banking Corporation,,,,unknown,,other,2012-03-01,2012,20000
/company/consumerbell,ConsumerBell,web,USA,NY,New York,New York,/company/chelsea-venture-partners,Chelsea Venture Partners,,USA,NY,New York,New York,other,2011-07-30,2011,300000
/company/spotdock,spotdock,web,USA,NY,New York,NYC,/company/chiron-partners-llc,"Chiron Partners, LLC",,,,unknown,,angel,2012-01-10,2012,600000
/company/binary-event-network,Binary Event Network,finance,USA,NY,New York,New York,/company/cinnober-financial-technology,Cinnober Financial Technology,,SWE,,Stockholm,Stockholm,venture,2013-01-09,2013,
/company/finjan,Finjan,enterprise,USA,NY,New York,New York,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,venture,2008-11-19,2008,22000000
/company/optier,OpTier,analytics,USA,NY,New York,New York,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,series-c+,2008-09-23,2008,47500000
/company/corvil,Corvil,software,USA,NY,New York,New York,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,series-c+,2005-02-04,2005,19480000
/company/spacebikini,Spacebikini,games_video,USA,NY,New York,New York,/company/clayrain-company-inc,"Clayrain Company, Inc.",,,,unknown,,angel,2011-08-25,2011,50000
/company/stamped,Stamped,mobile,USA,NY,New York,New York,/company/columbia-records,Columbia Records,games_video,USA,NY,New York,NEW YORK,series-a,2012-07-25,2012,1500000
/company/ingk-labs,Ingk Labs,news,USA,NY,New York,New York,/company/columbia-university,Columbia University,,,,unknown,,angel,2011-06-30,2011,500000
/company/showme,ShowMe,education,USA,NY,New York,New York,/company/columbia-venture-competition,Columbia Venture Competition,,,,unknown,,other,2010-04-01,2010,15000
/company/globalserve,GlobalServe,finance,USA,NY,New York,Valhalla,/company/compugen,Compugen,,,,unknown,,series-c+,2007-07-12,2007,4920000
/company/globalserve,GlobalServe,finance,USA,NY,New York,Valhalla,/company/compugen,Compugen,,,,unknown,,series-c+,2013-01-13,2013,3300000
/company/rent-the-runway,Rent the Runway,ecommerce,USA,NY,New York,New York,/company/condenast,Cond Nast,web,USA,NY,New York,New York,series-c+,2012-11-30,2012,20000000
/company/ce-interactive,CE Interactive,software,USA,NY,New York,New York,/company/consumer-electronics-association,Consumer Electronics Association,other,USA,VA,Washington DC,Arlington,series-a,2008-02-01,2008,500000
/company/ce-interactive,CE Interactive,software,USA,NY,New York,New York,/company/consumer-electronics-association,Consumer Electronics Association,other,USA,VA,Washington DC,Arlington,series-a,2007-01-01,2007,1500000
/company/flicstart,Flicstart,web,USA,NY,New York,New York,/company/cornell-university,Cornell University,,,,unknown,,angel,2012-05-01,2012,
/company/collectivemedia,Collective Media,advertising,USA,NY,New York,New York,/company/cox-media-group,Cox Media Group,,,,unknown,,private-equity,2013-07-12,2013,20000000
/company/bonds-com,BONDS.COM,finance,USA,NY,New York,New York,/company/daher-bonds,Daher Bonds,,,,unknown,,series-c+,2011-12-05,2011,16600000
/company/worldone,WorldOne,analytics,USA,NY,New York,New York,/company/deerfield-management,Deerfield Management,,USA,NY,New York,New York,venture,2013-04-03,2013,35000000
/company/astro-ape,Astro Ape,games_video,USA,NY,New York,New York,/company/dena,DeNA,games_video,JPN,,Tokyo,Tokyo,angel,2010-09-01,2010,
/company/zocdoc,ZocDoc,health,USA,NY,New York,New York,/company/dst-global,DST Global,software,GBR,,Surbiton,"Surbiton, Surrey",series-c+,2011-09-22,2011,75000000
/company/peekyou,PeekYou,search,USA,NY,New York,New York,/company/duggal-visual-solutions,Duggal Visual Solutions,,USA,NY,New York,New York,series-a,2006-08-01,2006,1500000
/company/meetup,Meetup,web,USA,NY,New York,New York,/company/ebay,eBay,web,USA,CA,SF Bay,San Jose,series-c+,2006-03-09,2006,4500000
/company/cybra,CYBRA,software,USA,NY,New York,Yonkers,/company/ellis-international,Ellis International,,USA,MN,Minneapolis,Minneapolis,venture,2006-04-10,2006,2480000
/company/varonis-systems,Varonis Systems,software,USA,NY,New York,New York,/company/emc,EMC,enterprise,USA,MA,Boston,Hopkinton,venture,2009-01-22,2009,15000000
/company/advaliant,Advaliant,advertising,USA,NY,New York,New York,/company/empire-media,Empire Media,,USA,TX,Dallas,Southlake,angel,2004-04-01,2004,100000
/company/catercow,CaterCow,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-06-04,2012,25000
/company/appycouple,Appy Couple,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-09,2012,25000
/company/bespoke-post,Bespoke Post,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/buzztable,BuzzTable,mobile,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/centzy,Centzy,ecommerce,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/numberfire,numberFire,sports,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/publicstuff,PublicStuff,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/localbonus,LocalBonus,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-09,2012,25000
/company/pictorious,Pictorious,photo_video,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-09,2012,25000
/company/stray-boots,Stray Boots,travel,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-09,2012,25000
/company/tapfame,TapFame,web,USA,NY,New York - Other,,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-09,2012,25000
/company/wizpert,Wizpert,messaging,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-09,2012,25000
/company/sitesimon,Sitesimon,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/jetaport,Jetaport,travel,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-06-04,2012,25000
/company/bizodo,SeamlessDocs (bizodo),enterprise,USA,NY,New York,New York City,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-06-04,2012,25000
/company/acquaintable,Acquaintable,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/consignd,Consignd,ecommerce,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/easypairings-com,Easy Pairings,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/monaeo,Monaeo,enterprise,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/cognical,Cognical,finance,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/suitey,Suitey,real_estate,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/thesquarefoot,TheSquareFoot,real_estate,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/trendalytics,Trendalytics,analytics,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/startist,Startist,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/vocalizelocal,VocalizeLocal,advertising,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/triple-lift,TripleLift,advertising,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-11,2012,25000
/company/rockerbox,Rockerbox,ecommerce,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/piiku,Piiku,advertising,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/gigzolo,Gigzolo,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/closetdash,ClosetDash,ecommerce,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/agolo,Agolo,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/admitted-ly,Admitted.ly,education,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/salemove,SaleMove,software,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-06-04,2012,25000
/company/pricing-engine,Pricing Engine,advertising,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/doesthatmakesense-com,DoesThatMakeSense.com,education,USA,NY,New York,Great Neck,/company/eureka-equities-inc,Eureka Equities Inc.,,,,unknown,,angel,2009-09-01,2009,250000
/company/wetradetogether,Wetradetogether,social,USA,NY,New York,"New York,",/company/first-atlantic-investment-ltd,First Atlantic Investment Ltd,,,,unknown,,series-a,2012-01-01,2012,800000
/company/fab-com,Fab.com,ecommerce,USA,NY,New York,New York,/company/first-round,First Round,consulting,FIN,,RiihimĚ_ki,RiihimĚ_ki,series-c+,2012-07-18,2012,105000000
/company/aereo,Aereo,web,USA,NY,New York,Long Island City,/company/first-round,First Round,consulting,FIN,,RiihimĚ_ki,RiihimĚ_ki,series-a,2011-04-15,2011,4500000
/company/tapad,Tapad,advertising,USA,NY,New York,New York,/company/firsthand-technologies,FirstHand Technologies,software,CAN,,Ottawa,"Ottawa, ON",series-b,2013-03-21,2013,6500000
/company/document-security-systems,Document Security Systems,security,USA,NY,Rochester,Rochester,/company/fletcher-international,Fletcher International,,USA,NY,New York,New York,venture,2011-01-03,2011,4000000
/company/mingyian,Mingyian,public_relations,USA,NY,New York,New York,/company/foley-lardner,Foley & Lardner,,USA,MA,Boston,Boston,angel,2013-07-02,2013,500000
/company/for-to-do-centers,for; to (do) Centers,other,USA,NY,New Yor,New Yor,/company/for-to-do,for; to (do),other,USA,,United States - Other,"(Oct. 01, 2011 - Sep. 30, 2012)",angel,2005-01-01,2005,
