company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_year,raised_amount_usd
/company/kickstarter,Kickstarter,finance,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,venture,2011-03-18,2011,10000000
/company/socialflow,SocialFlow,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2011-04-07,2011,7000000
/company/extension-entertainment,Extension Entertainment,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-04-19,2011,750000
/company/onswipe,OnSwipe,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,venture,2011-06-02,2011,5000000
/company/challengepost,ChallengePost,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2011-08-09,2011,4100000
/company/showme,ShowMe,education,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-08-16,2011,800000
/company/piictu,Piictu,social,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-09-22,2011,730000
/company/veri,Veri,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-07-01,2011,1200000
/company/branch,Branch,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2012-03-06,2012,2000000
/company/keep-holdings,Keep Holdings,fashion,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2010-09-01,2010,8000000
/company/punch,Punch!,mobile,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2011-06-01,2011,2200000
/company/rebelmouse,RebelMouse,social,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2012-10-26,2012,2500000
/company/pickie,Pickie,fashion,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2012-10-29,2012,1000000
/company/editorially,Editorially,web,USA,NY,New York,Brooklyn,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-a,2012-01-01,2012,
/company/layervault,LayerVault,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2012-08-17,2012,535000
/company/fancy-hands,Fancy Hands,mobile,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2011-11-18,2011,
/company/socialflow,SocialFlow,advertising,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,series-b,2013-04-17,2013,10000000
/company/bondsy,Bondsy,web,USA,NY,New York,Brooklyn,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2012-07-01,2012,
/company/ditto,Ditto,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2010-09-06,2010,775000
/company/collabfinder,CollabFinder,web,USA,NY,New York,New York,/company/betaworks,betaworks,social,USA,NY,New York,New York,angel,2012-09-02,2012,
/company/the-coveteur,The Coveteur,fashion,USA,NY,New York,New York,/company/blackpoynt-ventures,Blackpoynt Ventures,,,,unknown,,angel,2012-07-01,2012,
/company/dabbl,Budge,mobile,USA,NY,New York,New York,/company/bluehawk-capital,Bluehawk Capital,,,,unknown,,angel,2012-06-30,2012,1016000
/company/icouch,iCouch,health,USA,NY,New York,New York,/company/blueprint-health-accelerator,Blueprint Health Accelerator,,,,unknown,,angel,2012-01-01,2012,20000
/company/edition01,Edition01,ecommerce,USA,NY,New York,New York,/company/boxee,Boxee,software,ISR,,Tel Aviv,Tel Aviv,angel,2011-05-01,2011,565000
/company/adcade,Adcade,advertising,USA,NY,New York,New York,/company/boxgroup,BoxGroup,,USA,NY,New York,New York,series-a,2012-11-01,2012,1500000
/company/sunrise,Sunrise,mobile,USA,NY,New York,New York,/company/boxgroup,BoxGroup,,USA,NY,New York,New York,series-a,2013-06-04,2013,2200000
/company/learnmetrics,Learnmetrics,education,USA,NY,New York,New York,/company/brandery-org,Brandery.org,,,,unknown,,angel,2013-02-13,2013,100000
/company/fynanz,Fynanz,enterprise,USA,NY,New York,New York,/company/brazos-group,Brazos Group,,USA,TX,Austin,Waco,other,2009-08-27,2009,1200000
/company/real-time-content,Real Time Content,advertising,USA,NY,New York,New York,/company/british-telecom,British Telecom,,,,unknown,,series-a,2007-06-01,2007,
/company/linkstorm,LinkStorm,advertising,USA,NY,New York,New York,/company/bullas777,Bullas777,,,,unknown,,series-a,2009-12-29,2009,1500000
/company/the-electric-sheep,The Electric Sheep,advertising,USA,NY,New York,New York,/company/cbs,CBS,news,USA,CA,California - Other,,series-a,2007-02-26,2007,7000000
/company/targetspot,"TargetSpot, Inc.",advertising,USA,NY,New York,New York,/company/cbs-radio,CBS RADIO,,USA,NY,New York,New York,series-c+,2011-01-11,2011,8000000
/company/correctnet,CorrectNet,analytics,USA,NY,Hauppauge,Hauppauge,/company/charles-schwab,Charles Schwab,,,,unknown,,series-a,2008-06-03,2008,370000
/company/domino-street,Domino Street,web,USA,NY,New York,Brooklyn,/company/chase-banking-corporation,Chase Banking Corporation,,,,unknown,,other,2012-03-01,2012,20000
/company/consumerbell,ConsumerBell,web,USA,NY,New York,New York,/company/chelsea-venture-partners,Chelsea Venture Partners,,USA,NY,New York,New York,other,2011-07-30,2011,300000
/company/spotdock,spotdock,web,USA,NY,New York,NYC,/company/chiron-partners-llc,"Chiron Partners, LLC",,,,unknown,,angel,2012-01-10,2012,600000
/company/binary-event-network,Binary Event Network,finance,USA,NY,New York,New York,/company/cinnober-financial-technology,Cinnober Financial Technology,,SWE,,Stockholm,Stockholm,venture,2013-01-09,2013,
/company/finjan,Finjan,enterprise,USA,NY,New York,New York,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,venture,2008-11-19,2008,22000000
/company/optier,OpTier,analytics,USA,NY,New York,New York,/company/cisco,Cisco,network_hosting,USA,CA,SF Bay,San Jose,series-c+,2008-09-23,2008,47500000
/company/spacebikini,Spacebikini,games_video,USA,NY,New York,New York,/company/clayrain-company-inc,"Clayrain Company, Inc.",,,,unknown,,angel,2011-08-25,2011,50000
/company/stamped,Stamped,mobile,USA,NY,New York,New York,/company/columbia-records,Columbia Records,games_video,USA,NY,New York,NEW YORK,series-a,2012-07-25,2012,1500000
/company/showme,ShowMe,education,USA,NY,New York,New York,/company/columbia-venture-competition,Columbia Venture Competition,,,,unknown,,other,2010-04-01,2010,15000
/company/globalserve,GlobalServe,finance,USA,NY,New York,Valhalla,/company/compugen,Compugen,,,,unknown,,series-c+,2007-07-12,2007,4920000
/company/globalserve,GlobalServe,finance,USA,NY,New York,Valhalla,/company/compugen,Compugen,,,,unknown,,series-c+,2013-01-13,2013,3300000
/company/ce-interactive,CE Interactive,software,USA,NY,New York,New York,/company/consumer-electronics-association,Consumer Electronics Association,other,USA,VA,Washington DC,Arlington,series-a,2008-02-01,2008,500000
/company/ce-interactive,CE Interactive,software,USA,NY,New York,New York,/company/consumer-electronics-association,Consumer Electronics Association,other,USA,VA,Washington DC,Arlington,series-a,2007-01-01,2007,1500000
/company/flicstart,Flicstart,web,USA,NY,New York,New York,/company/cornell-university,Cornell University,,,,unknown,,angel,2012-05-01,2012,
/company/bonds-com,BONDS.COM,finance,USA,NY,New York,New York,/company/daher-bonds,Daher Bonds,,,,unknown,,series-c+,2011-12-05,2011,16600000
/company/worldone,WorldOne,analytics,USA,NY,New York,New York,/company/deerfield-management,Deerfield Management,,USA,NY,New York,New York,venture,2013-04-03,2013,35000000
/company/astro-ape,Astro Ape,games_video,USA,NY,New York,New York,/company/dena,DeNA,games_video,JPN,,Tokyo,Tokyo,angel,2010-09-01,2010,
/company/zocdoc,ZocDoc,health,USA,NY,New York,New York,/company/dst-global,DST Global,software,GBR,,Surbiton,"Surbiton, Surrey",series-c+,2011-09-22,2011,75000000
/company/meetup,Meetup,web,USA,NY,New York,New York,/company/ebay,eBay,web,USA,CA,SF Bay,San Jose,series-c+,2006-03-09,2006,4500000
/company/cybra,CYBRA,software,USA,NY,New York,Yonkers,/company/ellis-international,Ellis International,,USA,MN,Minneapolis,Minneapolis,venture,2006-04-10,2006,2480000
/company/varonis-systems,Varonis Systems,software,USA,NY,New York,New York,/company/emc,EMC,enterprise,USA,MA,Boston,Hopkinton,venture,2009-01-22,2009,15000000
/company/catercow,CaterCow,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-06-04,2012,25000
/company/appycouple,Appy Couple,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-09,2012,25000
/company/bespoke-post,Bespoke Post,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/buzztable,BuzzTable,mobile,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/publicstuff,PublicStuff,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/localbonus,LocalBonus,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-09,2012,25000
/company/tapfame,TapFame,web,USA,NY,New York - Other,,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-09,2012,25000
/company/sitesimon,Sitesimon,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/bizodo,SeamlessDocs (bizodo),enterprise,USA,NY,New York,New York City,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-06-04,2012,25000
/company/consignd,Consignd,ecommerce,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/easypairings-com,Easy Pairings,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/monaeo,Monaeo,enterprise,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/cognical,Cognical,finance,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/trendalytics,Trendalytics,analytics,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/startist,Startist,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-01-07,2013,40000
/company/triple-lift,TripleLift,advertising,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-01-11,2012,25000
/company/rockerbox,Rockerbox,ecommerce,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/piiku,Piiku,advertising,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/closetdash,ClosetDash,ecommerce,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/agolo,Agolo,web,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/admitted-ly,Admitted.ly,education,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2013-06-03,2013,40000
/company/salemove,SaleMove,software,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2012-06-04,2012,25000
/company/pricing-engine,Pricing Engine,advertising,USA,NY,New York,New York,/company/er-accelerator,Entrepreneurs Roundtable Accelerator,software,USA,NY,New York,New York,angel,2011-06-06,2011,25000
/company/doesthatmakesense-com,DoesThatMakeSense.com,education,USA,NY,New York,Great Neck,/company/eureka-equities-inc,Eureka Equities Inc.,,,,unknown,,angel,2009-09-01,2009,250000
/company/wetradetogether,Wetradetogether,social,USA,NY,New York,"New York,",/company/first-atlantic-investment-ltd,First Atlantic Investment Ltd,,,,unknown,,series-a,2012-01-01,2012,800000
/company/aereo,Aereo,web,USA,NY,New York,Long Island City,/company/first-round,First Round,consulting,FIN,,RiihimĚ_ki,RiihimĚ_ki,series-a,2011-04-15,2011,4500000
/company/tapad,Tapad,advertising,USA,NY,New York,New York,/company/firsthand-technologies,FirstHand Technologies,software,CAN,,Ottawa,"Ottawa, ON",series-b,2013-03-21,2013,6500000
/company/taskdoers,Taskdoers,web,USA,NY,New York,New York,/company/for-to-do,for; to (do),other,USA,,United States - Other,"(Oct. 01, 2011 - Sep. 30, 2012)",angel,2012-03-01,2012,
/company/nomorerack,Nomorerack.com,ecommerce,USA,NY,New York,New York,/company/g-market,G-Market,,,,unknown,,series-a,2012-11-30,2012,12000000
/company/livestream,Livestream,games_video,USA,NY,New York,New York,/company/gannett,Gannett,web,USA,VA,Washington DC,McLean,series-a,2008-07-01,2008,10000000
/company/conexus-it,Conexus-IT,software,USA,NY,New York,New York,/company/gbsa-int-investment-group,GBSA Int. Investment Group,,,,unknown,,angel,2011-01-01,2011,500000
/company/loyalblocks,LoyalBlocks,mobile,USA,NY,New York,New York,/company/gemini-israel-ventures,Gemini Israel Ventures,,,,unknown,,series-a,2013-05-01,2013,9000000
/company/loyalblocks,LoyalBlocks,mobile,USA,NY,New York,New York,/company/gemini-israel-ventures,Gemini Israel Ventures,,,,unknown,,venture,2012-01-01,2012,3200000
/company/daylife,Daylife,enterprise,USA,NY,New York,New York,/company/gettyimages,Getty Images,web,GBR,,London,London,series-c+,2009-06-16,2009,4000000
/company/bonds-com,BONDS.COM,finance,USA,NY,New York,New York,/company/gfi-group,GFI Group,,USA,NY,New York,New York,venture,2011-03-01,2011,6500000
/company/bonds-com,BONDS.COM,finance,USA,NY,New York,New York,/company/gfi-group,GFI Group,,USA,NY,New York,New York,series-c+,2011-12-05,2011,16600000
/company/mochila,Mochila,advertising,USA,NY,New York,New York,/company/greenspun,Greenspun,,,,unknown,,series-b,2007-01-02,2007,8000000
/company/mochila,Mochila,advertising,USA,NY,New York,New York,/company/greenspun,Greenspun,,,,unknown,,series-c+,2009-02-02,2009,
/company/boardvote-inc,Boardvote Inc.,web,USA,NY,New York,New York City,/company/greenstone-investments,Greenstone Investments,,,,unknown,,angel,2012-03-01,2012,200000
/company/moglue,Moglue,software,USA,NY,New York,New York,/company/gs-shop,GS SHOP,,,,unknown,,angel,2010-12-10,2010,540000
/company/mark43,Mark43,software,USA,NY,New York,New York,/company/harvard-university,Harvard University,,,,unknown,,other,2013-05-01,2013,75000
/company/ooploo,Ooploo,mobile,USA,NY,New York,New York,/company/hatchbrands,hatchbrands,other,CAN,,Ottawa,Ottawa,angel,2012-09-20,2012,30653
/company/refinery29,Refinery29,fashion,USA,NY,New York,New York,/company/hearstcorporation,Hearst Corporation,web,USA,CA,TBD,,series-b,2013-01-12,2013,3500000
/company/mimeo,Mimeo,web,USA,NY,New York,New York,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,series-a,2007-09-01,2007,25000000
/company/clinical-insight,Clinical Insight,software,USA,NY,Rochester,Fairport,/company/high-tech-rochester,High Tech Rochester,,USA,NY,West Henrietta,West Henrietta,venture,2009-01-01,2009,
/company/kiboo-life,Kiboo.com,web,USA,NY,New York,New York,/company/hobnox,Hobnox,games_video,DEU,,Munich,Munich,series-a,2008-01-01,2008,1472100
/company/spabooker,SpaBooker,software,USA,NY,New York,New York,/company/hyliosoft,HylioSoft,web,FRA,,METZ,METZ,series-a,2011-10-01,2011,14500000
/company/aereo,Aereo,web,USA,NY,New York,Long Island City,/company/iac,IAC,news,USA,NY,New York,New York,series-a,2012-02-14,2012,20500000
/company/aereo,Aereo,web,USA,NY,New York,Long Island City,/company/iac-interactivecorp,IAC/InterActiveCorp,,,,unknown,,series-b,2013-01-08,2013,38000000
/company/learnvest,LearnVest,finance,USA,NY,New York,New York,/company/incubator-at-rose-tech-ventures,Incubator at Rose Tech Ventures,other,,,unknown,,series-a,2010-04-01,2010,4430000
/company/hoseanna,Hoseanna,ecommerce,USA,NY,New York,New York,/company/initiogroup,InitioGroup,other,CAN,,Vancouver,"Vancouver, BC",angel,2011-02-28,2011,250000
/company/tutor,Tutor,web,USA,NY,New York,New York,/company/intel,Intel,hardware,USA,CA,SF Bay,Santa Clara,series-b,2007-05-01,2007,13500000
/company/stylecaster,StyleCaster,fashion,USA,NY,New York,New York City,/company/japony,Japony,,,,unknown,,series-a,2011-11-28,2011,1000000
/company/krossover-intelligence,Krossover,software,USA,NY,New York,New York,/company/jarcap,Jarcap,,,,unknown,,series-a,2011-10-15,2011,2500000
/company/bonds-com,BONDS.COM,finance,USA,NY,New York,New York,/company/jefferies-co,Jefferies & Co.,,,,unknown,,venture,2011-03-01,2011,6500000
/company/spabooker,SpaBooker,software,USA,NY,New York,New York,/company/jubilee-investments,Jubilee Investments,,,,unknown,,series-a,2011-10-01,2011,14500000
/company/booker-software,Booker,software,USA,NY,New York,New York,/company/jubilee-investments,Jubilee Investments,,,,unknown,,series-a,2011-10-19,2011,14500000
/company/do-it-in-person,Do It In Person,web,USA,NY,New York,New York,/company/kayweb-angels,KAYWEB Angels,other,USA,NY,New York,New York,angel,2011-05-01,2011,
/company/networked-insights,Networked Insights,analytics,USA,NY,unknown,Madison,/company/kegonsa-technologies,Kegonsa Technologies,,,,unknown,,series-a,2007-11-07,2007,4000000
/company/fotolia,Fotolia,advertising,USA,NY,New York,New York,/company/kkr,KKR,other,USA,NY,New York,New York,venture,2012-05-16,2012,150000000
/company/jumo,Jumo,social,USA,NY,New York,New York,/company/knight-foundation,Knight Foundation,other,USA,FL,Miami,Miami,other,2010-11-01,2010,3500000
/company/electnext,ElectNext,analytics,USA,NY,New York,New York,/company/knight-foundation,Knight Foundation,other,USA,FL,Miami,Miami,angel,2013-04-02,2013,1300000
/company/upworthy,Upworthy,social,USA,NY,New York,New York,/company/knight-foundation,Knight Foundation,other,USA,FL,Miami,Miami,series-a,2013-09-16,2013,8000000
/company/speakaboos,Speakaboos,education,USA,NY,New York,New York,/company/kyowon-group,Kyowon Group,education,KOR,,unknown,"Jung-gu, Seoul",series-a,2013-08-27,2013,6200000
/company/pinkdingo,Pinkdingo,web,USA,NY,New York,New York,/company/la-rocca-llc,"La Rocca, LLC",,,,unknown,,angel,2011-10-12,2011,1400000
/company/flatiron-health,Flatiron Health,health,USA,NY,New York,New York,/company/laboratory-corporation-of-america,Laboratory Corporation of America,,,,unknown,,series-a,2013-01-17,2013,8000000
/company/styletrek,StyleTrek,fashion,USA,NY,New York,New York,/company/madison-angels,Madison Angels,,,,unknown,,series-a,2010-02-01,2010,1500000
/company/stylecaster,StyleCaster,fashion,USA,NY,New York,New York City,/company/makeoversolutions,Makeover Solutions,advertising,USA,NY,New York,New York,series-a,2011-11-28,2011,1000000
/company/seed-spark,Seed&Spark,games_video,USA,NY,New York,New York,/company/manitou-ventures,Manitou Ventures,,,,unknown,,angel,2012-12-01,2012,235000
/company/pingg,Pingg,web,USA,NY,New York,New York,/company/martha-stweard-omnimedia,Martha Stewart Living Omnimedia,advertising,USA,NY,New York,New York,series-a,2008-11-03,2008,2750000
/company/unigo,Unigo,education,USA,NY,New York,New York,/company/mcgraw-hill-education,McGraw-Hill Education,,USA,OH,Columbus,Columbus,series-a,2011-09-15,2011,1600000
/company/varick-media-management,Varick Media Management,advertising,USA,NY,New York,New York,/company/mdc-partners,MDC Partners,consulting,CAN,,Toronto,Toronto,venture,2008-08-01,2008,
/company/promac,ProMAC,finance,USA,NY,Hauppauge,Hauppauge,/company/metropolitan-equity-partners,Metropolitan Equity Partners,other,USA,NY,New York,New York,other,2012-02-16,2012,10000000
/company/barnes-noble,Barnes & Noble,ecommerce,USA,NY,New York,New York City,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,venture,2012-04-30,2012,300000000
/company/nook-media,Nook Media,mobile,USA,NY,New York,New York,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,venture,2012-01-01,2012,300000000
/company/tube2tone,Tube2Tone,mobile,USA,NY,New York,New York,/company/modena-group-capital-mgmt,Modena Group Capital MGMT,,,,unknown,,angel,2009-09-01,2009,90000
/company/mediamorph,MediaMorph,software,USA,NY,New York,New York,/company/motorola-mobility,Motorola Mobility,mobile,USA,,United States - Other,,series-a,2012-02-29,2012,8000000
/company/moviepass,MoviePass,games_video,USA,NY,New York,New York,/company/moxie-pictures,Moxie Pictures,,,,unknown,,series-a,2011-02-23,2011,1500000
/company/crowdtap,Crowdtap,advertising,USA,NY,New York,New York,/company/mr-youth,Mr. Youth,advertising,USA,NY,New York,New York,series-a,2011-07-27,2011,7000000
